 INFO | 2016-06-14 12:00:30,795 | Common.java | 82 | Startup activites...
 INFO | 2016-06-14 12:00:30,800 | Common.java | 82 | Test Output Directory creation successful :D:\Data\official\Project\Forbes\iSafe_3.0_Forbes_Report\TestResults\2016_06_14_00_00_30_PM
 INFO | 2016-06-14 12:00:30,800 | Common.java | 82 | Log File creation successful : LogFile.log
 INFO | 2016-06-14 12:00:30,805 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:00:30,813 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:00:31,061 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 12:00:31,168 | Common.java | 82 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-06-14 12:00:31,169 | Common.java | 82 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-06-14 12:00:31,209 | Common.java | 82 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-06-14 12:00:31,210 | Common.java | 82 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-06-14 12:00:31,210 | Common.java | 82 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-06-14 12:00:31,588 | Common.java | 82 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 12:00:31,589 | Common.java | 82 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 12:00:31,589 | Common.java | 82 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-06-14 12:00:31,590 | Common.java | 82 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 12:00:31,590 | Common.java | 82 | Element time out set
 INFO | 2016-06-14 12:00:31,595 | Common.java | 82 | Opening Chrome Browser...
 INFO | 2016-06-14 12:00:31,596 | Common.java | 82 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-06-14 12:00:31,627 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 12:00:31,628 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 12:00:35,447 | Common.java | 82 | Successfully Maximised Browser Window
 INFO | 2016-06-14 12:00:35,461 | Common.java | 82 | Browser: Open Successful : chrome
 INFO | 2016-06-14 12:00:35,462 | Common.java | 82 | Open Browser : chrome
 INFO | 2016-06-14 12:00:35,463 | Common.java | 82 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-06-14 12:00:35,464 | Common.java | 82 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-06-14 12:00:47,068 | Common.java | 82 | Navigation Successful : http://www.forbes.com/
 INFO | 2016-06-14 12:00:47,069 | Common.java | 82 | Navigate to : http://www.forbes.com/
 INFO | 2016-06-14 12:00:47,073 | Common.java | 82 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-06-14 12:00:47,074 | Common.java | 82 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-06-14 12:00:47,075 | Common.java | 82 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-06-14 12:00:47,075 | Common.java | 82 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-06-14 12:00:47,085 | Common.java | 82 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 12:00:47,086 | Common.java | 82 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 12:00:47,086 | Common.java | 82 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-06-14 12:00:47,087 | Common.java | 82 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 12:00:47,087 | Common.java | 82 | Element time out set
 INFO | 2016-06-14 12:00:47,087 | Common.java | 82 | ##### Start of Test Case : Lists Page Validations #####
 INFO | 2016-06-14 12:00:47,090 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:00:47,092 | Common.java | 82 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2016-06-14 12:00:47,252 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:00:47,253 | Common.java | 82 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-06-14 12:01:01,541 | Common.java | 82 | Navigation Successful : http://www.forbes.com/
 INFO | 2016-06-14 12:01:01,541 | Common.java | 82 | Navigate to : http://www.forbes.com/
 INFO | 2016-06-14 12:01:01,543 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:01,545 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:01,559 | Common.java | 82 | Parsing : Lists#xpath=//span[text()='Lists']
 INFO | 2016-06-14 12:01:01,560 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:01:01,560 | Common.java | 82 | Desktop1-Locator : //span[text()='Lists']
 INFO | 2016-06-14 12:01:01,560 | Common.java | 82 | Desktop1Locator Description : Lists
 INFO | 2016-06-14 12:01:33,537 | Common.java | 82 | Click on :Lists
 INFO | 2016-06-14 12:01:33,539 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:33,539 | Common.java | 82 | Top Ads is present
 INFO | 2016-06-14 12:01:33,540 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:34,636 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:34,637 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:34,638 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:01:34,774 | Common.java | 82 | Waiting for 2 seconds...
 INFO | 2016-06-14 12:01:59,921 | Common.java | 82 | Top Ads is present
 INFO | 2016-06-14 12:01:59,922 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:00,377 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:00,378 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:00,379 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:00,380 | Common.java | 82 | Top Ads is present
 INFO | 2016-06-14 12:02:00,381 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:00,397 | Common.java | 82 | Parsing : Home Page Top Ads#xpath=//div[@id='top']//div
 INFO | 2016-06-14 12:02:00,398 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:02:00,398 | Common.java | 82 | Desktop1-Locator : //div[@id='top']//div
 INFO | 2016-06-14 12:02:00,398 | Common.java | 82 | Desktop1Locator Description : Home Page Top Ads
 INFO | 2016-06-14 12:02:00,517 | Common.java | 82 | Scroll to Home Page Top Ads
 INFO | 2016-06-14 12:02:00,545 | Common.java | 82 | Scroll to location: 
 INFO | 2016-06-14 12:02:00,545 | Common.java | 82 | Waiting for 3 seconds...
 INFO | 2016-06-14 12:02:04,110 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:04,111 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:04,120 | Common.java | 82 | Parsing : Next 10#xpath=//div[@class='carusel_nav']//a[text()='Next 10']
 INFO | 2016-06-14 12:02:04,120 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:02:04,120 | Common.java | 82 | Desktop1-Locator : //div[@class='carusel_nav']//a[text()='Next 10']
 INFO | 2016-06-14 12:02:04,120 | Common.java | 82 | Desktop1Locator Description : Next 10
 INFO | 2016-06-14 12:02:04,171 | Common.java | 82 | Parsing : Next 10#xpath=//div[@class='carusel_nav']//a[text()='Next 10']
 INFO | 2016-06-14 12:02:04,172 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:02:04,172 | Common.java | 82 | Desktop1-Locator : //div[@class='carusel_nav']//a[text()='Next 10']
 INFO | 2016-06-14 12:02:04,172 | Common.java | 82 | Desktop1Locator Description : Next 10
 INFO | 2016-06-14 12:02:04,510 | Common.java | 82 | Click on :Next 10
 INFO | 2016-06-14 12:02:04,511 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:04,534 | Common.java | 82 | Parsing : Previous 10#xpath=//div[@class='carusel_nav']//a[text()='Previous 10']
 INFO | 2016-06-14 12:02:04,535 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:02:04,535 | Common.java | 82 | Desktop1-Locator : //div[@class='carusel_nav']//a[text()='Previous 10']
 INFO | 2016-06-14 12:02:04,535 | Common.java | 82 | Desktop1Locator Description : Previous 10
 INFO | 2016-06-14 12:02:04,971 | Common.java | 82 | Click on :Previous 10
 INFO | 2016-06-14 12:02:04,972 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:04,993 | Common.java | 82 | Parsing : Profile#xpath=//div[@class='grid']//div[@class='overall']//ul[1]//li[1]//div[@class='list_item_wrapper']//a//img
 INFO | 2016-06-14 12:02:04,994 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:02:04,994 | Common.java | 82 | Desktop1-Locator : //div[@class='grid']//div[@class='overall']//ul[1]//li[1]//div[@class='list_item_wrapper']//a//img
 INFO | 2016-06-14 12:02:04,994 | Common.java | 82 | Desktop1Locator Description : Profile
 INFO | 2016-06-14 12:02:05,241 | Common.java | 82 | Click on :Profile
 INFO | 2016-06-14 12:02:05,243 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:05,268 | Common.java | 82 | Parsing : Profile Name#xpath=//div[@class='grid']//div[@class='name-networth']//h4
 INFO | 2016-06-14 12:02:05,269 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 12:02:05,269 | Common.java | 82 | Desktop1-Locator : //div[@class='grid']//div[@class='name-networth']//h4
 INFO | 2016-06-14 12:02:05,269 | Common.java | 82 | Desktop1Locator Description : Profile Name
 INFO | 2016-06-14 12:02:05,473 | Common.java | 82 | Sucessfully got the text '#1 Bill Gates'
 INFO | 2016-06-14 12:02:05,474 | Common.java | 82 | Profile name is --#1 Bill Gates
 INFO | 2016-06-14 12:02:05,476 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 12:02:05,496 | Common.java | 82 | Parsing : Profile Next#xpath=//div[@class='grid']//a[text()='NEXT']
 INFO | 2016-06-14 12:02:05,497 | Common.java | 82 | Desktop1-Identify By : xpath
