 INFO | 2016-06-14 11:51:41,875 | Common.java | 82 | Startup activites...
 INFO | 2016-06-14 11:51:41,879 | Common.java | 82 | Test Output Directory creation successful :D:\Data\official\Project\Forbes\iSafe_3.0_Forbes_Report\TestResults\2016_06_14_11_51_41_AM
 INFO | 2016-06-14 11:51:41,880 | Common.java | 82 | Log File creation successful : LogFile.log
 INFO | 2016-06-14 11:51:41,884 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:51:41,890 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:51:42,187 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 11:51:42,339 | Common.java | 82 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-06-14 11:51:42,340 | Common.java | 82 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-06-14 11:51:42,400 | Common.java | 82 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-06-14 11:51:42,401 | Common.java | 82 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-06-14 11:51:42,401 | Common.java | 82 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-06-14 11:51:42,798 | Common.java | 82 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 11:51:42,799 | Common.java | 82 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 11:51:42,799 | Common.java | 82 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-06-14 11:51:42,833 | Common.java | 82 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 11:51:42,833 | Common.java | 82 | Element time out set
 INFO | 2016-06-14 11:51:42,838 | Common.java | 82 | Opening Chrome Browser...
 INFO | 2016-06-14 11:51:42,838 | Common.java | 82 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-06-14 11:51:42,864 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 11:51:42,865 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 11:51:45,208 | Common.java | 82 | Successfully Maximised Browser Window
 INFO | 2016-06-14 11:51:45,223 | Common.java | 82 | Browser: Open Successful : chrome
 INFO | 2016-06-14 11:51:45,223 | Common.java | 82 | Open Browser : chrome
 INFO | 2016-06-14 11:51:45,224 | Common.java | 82 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-06-14 11:51:45,224 | Common.java | 82 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-06-14 11:51:59,161 | Common.java | 82 | Navigation Successful : http://www.forbes.com/
 INFO | 2016-06-14 11:51:59,162 | Common.java | 82 | Navigate to : http://www.forbes.com/
 INFO | 2016-06-14 11:51:59,165 | Common.java | 82 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-06-14 11:51:59,166 | Common.java | 82 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-06-14 11:51:59,166 | Common.java | 82 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-06-14 11:51:59,167 | Common.java | 82 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-06-14 11:51:59,214 | Common.java | 82 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 11:51:59,214 | Common.java | 82 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 11:51:59,215 | Common.java | 82 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-06-14 11:51:59,215 | Common.java | 82 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-06-14 11:51:59,216 | Common.java | 82 | Element time out set
 INFO | 2016-06-14 11:51:59,216 | Common.java | 82 | ##### Start of Test Case : Lists Page Validations #####
 INFO | 2016-06-14 11:51:59,217 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:51:59,218 | Common.java | 82 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2016-06-14 11:51:59,364 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:51:59,365 | Common.java | 82 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-06-14 11:52:11,982 | Common.java | 82 | Navigation Successful : http://www.forbes.com/
 INFO | 2016-06-14 11:52:11,982 | Common.java | 82 | Navigate to : http://www.forbes.com/
 INFO | 2016-06-14 11:52:11,983 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:11,985 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:12,004 | Common.java | 82 | Parsing : Lists#xpath=//span[text()='Lists']
 INFO | 2016-06-14 11:52:12,005 | Common.java | 82 | Desktop1-Identify By : xpath
 INFO | 2016-06-14 11:52:12,005 | Common.java | 82 | Desktop1-Locator : //span[text()='Lists']
 INFO | 2016-06-14 11:52:12,006 | Common.java | 82 | Desktop1Locator Description : Lists
 INFO | 2016-06-14 11:52:54,199 | Common.java | 82 | Click on :Lists
 INFO | 2016-06-14 11:52:54,200 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:54,201 | Common.java | 82 | Top Ads is present
 INFO | 2016-06-14 11:52:54,202 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:55,847 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:55,849 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:55,850 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:52:56,003 | Common.java | 82 | Waiting for 2 seconds...
 INFO | 2016-06-14 11:53:29,797 | Common.java | 82 | Getting value of Version_Name from Test Configuration file : 2
 INFO | 2016-06-14 11:53:29,799 | Common.java | 82 | Getting value of Project_Name from Test Configuration file : DEMO
 INFO | 2016-06-14 11:53:29,808 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:53:29,814 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:53:29,815 | Common.java | 82 | Getting value of Last runs results in Barchart from Test Configuration file : No
 INFO | 2016-06-14 11:53:29,816 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 11:53:29,816 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:53:31,078 | Common.java | 82 | Getting value of StoreResultsInCouchDB from Test Configuration file : No
 INFO | 2016-06-14 11:53:31,079 | Common.java | 82 | Getting value of Last runs results in Barchart from Test Configuration file : No
 INFO | 2016-06-14 11:53:31,079 | Common.java | 82 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-06-14 11:53:31,079 | Common.java | 82 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-06-14 11:53:31,248 | Common.java | 82 | Cleanup activites...
 INFO | 2016-06-14 11:53:31,248 | Common.java | 82 | Cleanup activities - Done...
 INFO | 2016-06-14 11:53:31,248 | Common.java | 82 | ###################################
 INFO | 2016-06-14 11:53:31,249 | Common.java | 82 | Script Execution Complete
 INFO | 2016-06-14 11:53:31,249 | Common.java | 82 | ####################################
